ID	w1	L1	c1	pc	spelling	coca	pcoca	pbnc	psoap	ph3	ph2	ph1	pc1	pc2	pc3	pc4	pc5	pb1	pb2	pb3	pb4	pb5	pb6	pb7	tpcoca	tpbnc	tpsoap	tph3	tph2	tph1	tpc1	tpc2	tpc3	tpc4	tpc5	tpb1	tpb2	tpb3	tpb4	tpb5	tpb6	tpb7	bnc	fs	fh3	fh2	fh1	fc1	fc2	fc3	fc4	fc5	fb1	fb2	fb3	fb4	fb5	fb6	fb7	tcoca	tbnc	tsoap	th3	th2	th1	tc1	tc2	tc3	tc4	tc5	tb1	tb2	tb3	tb4	tb5	tb6	tb7	
610	cases	case	nn2	0.01	  	66563	143.35	179.62	16.28	113.61	114.51	120.80	135.96	32.59	113.72	158.06	277.39	73.17	28.10	83.59	108.16	208.06	546.39	155.41	0.16	0.57	0.06	0.10	0.12	0.33	0.17	0.09	0.12	0.13	0.37	0.30	0.44	0.73	0.48	0.73	0.93	0.62	17962	1628	11094	13673	15817	12993	2947	10867	14497	25261	729	447	607	1132	3432	8377	3238	29971	2297	1349	4321	4925	3618	6430	1607	6422	7573	7939	265	204	155	248	389	464	572
611	report	report	nn1	0.11	  	66483	143.18	204.56	36.99	132.30	106.16	77.98	206.32	41.24	108.66	183.24	174.09	218.29	40.35	101.07	260.64	298.81	218.89	282.79	0.16	0.54	0.12	0.13	0.14	0.28	0.23	0.10	0.10	0.15	0.27	0.30	0.43	0.68	0.62	0.73	0.64	0.61	20456	3699	12920	12676	10210	19717	3729	10383	16806	15854	2175	642	734	2728	4929	3356	5892	30785	2199	2533	5365	5636	3021	8745	1840	5576	8825	5799	262	198	143	321	391	322	562
612	model	model	nn1	0.09	  	66436	143.08	127.94	20.10	50.70	27.32	23.32	43.92	30.60	144.35	82.65	418.53	43.96	25.58	129.58	61.15	174.23	260.18	168.23	0.13	0.45	0.07	0.05	0.04	0.13	0.07	0.10	0.14	0.09	0.39	0.15	0.38	0.79	0.37	0.73	0.67	0.45	12794	2010	4951	3262	3054	4197	2767	13794	7580	38114	438	407	941	640	2874	3989	3505	24642	1806	1546	2275	1665	1448	2526	1670	7364	4877	8205	131	175	167	191	392	334	416
613	action	action	nn1	0.09	  	66314	142.82	214.10	23.73	182.41	185.04	166.00	139.67	54.97	135.58	146.47	237.27	82.70	61.60	167.17	311.09	265.53	371.58	242.81	0.18	0.65	0.09	0.19	0.22	0.44	0.18	0.15	0.15	0.15	0.34	0.30	0.69	0.91	0.67	0.80	0.83	0.72	21410	2373	17813	22094	21735	13348	4971	12956	13434	21607	824	980	1214	3256	4380	5697	5059	33340	2629	2039	7894	8807	4836	6749	2745	7962	8751	7133	264	322	192	347	428	415	661
614	campaign	campaign	nn1	0.05	  	66015	142.17	87.95	27.77	118.10	75.45	28.72	297.32	13.07	115.06	214.29	63.37	35.23	12.19	89.78	253.00	130.95	63.59	87.11	0.12	0.34	0.06	0.12	0.11	0.12	0.20	0.04	0.08	0.14	0.11	0.11	0.22	0.62	0.56	0.49	0.30	0.39	8795	2777	11533	9009	3760	28413	1182	10995	19654	5771	351	194	652	2648	2160	975	1815	23044	1388	1361	5126	4311	1358	7665	673	4444	8026	2236	95	102	131	291	264	150	355
615	paper	paper	nn1	0.04	  	66013	142.17	167.36	50.33	152.37	175.13	151.32	69.64	192.55	173.30	113.74	164.22	241.48	161.10	221.15	102.04	148.77	165.47	196.88	0.16	0.64	0.16	0.10	0.13	0.32	0.11	0.35	0.14	0.10	0.27	0.52	0.85	0.86	0.51	0.74	0.65	0.64	16736	5033	14879	20911	19814	6655	17412	16560	10432	14955	2406	2563	1606	1068	2454	2537	4102	30129	2602	3528	4283	5122	3445	4113	6515	7697	5966	5838	460	393	182	264	393	325	585
616	change	change	vv0	0.05	  	66008	142.16	114.52	247.68	99.95	65.38	56.97	185.08	106.27	145.59	137.00	134.34	169.21	93.47	141.56	104.14	115.37	109.58	123.73	0.22	0.67	0.61	0.10	0.09	0.25	0.26	0.28	0.18	0.17	0.32	0.53	0.85	0.92	0.56	0.78	0.71	0.64	11452	24768	9760	7807	7460	17687	9610	13912	12565	12234	1686	1487	1028	1090	1903	1680	2578	41504	2714	13430	4200	3570	2736	9851	5290	9788	9687	6888	476	393	194	292	416	354	589
617	economy	economy	nn1	0.03	  	65816	141.74	101.61	3.39	86.80	36.62	36.52	220.60	9.71	123.12	180.78	170.32	44.36	6.35	89.09	123.82	183.08	120.99	134.39	0.12	0.33	0.01	0.09	0.06	0.16	0.16	0.04	0.09	0.13	0.18	0.14	0.15	0.43	0.46	0.51	0.40	0.38	10161	339	8476	4373	4782	21082	878	11765	16581	15510	442	101	647	1296	3020	1855	2800	22982	1336	313	3981	2209	1714	6047	606	4687	7711	3931	116	69	91	238	271	200	351
618	include	include	vv0	0.01	  	65764	141.63	149.21	10.31	61.58	33.66	10.91	43.70	15.89	165.84	192.28	292.91	36.73	13.07	211.79	158.51	189.39	196.72	240.46	0.20	0.59	0.04	0.09	0.07	0.09	0.09	0.07	0.20	0.21	0.53	0.20	0.26	0.94	0.65	0.89	0.81	0.76	14921	1031	6013	4019	1428	4176	1437	15847	17635	26674	366	208	1538	1659	3124	3016	5010	38498	2411	981	3981	2649	1005	3372	1160	10850	11802	11314	174	119	199	339	474	408	698
619	defense	defense	nn1	0.25	US	65571	141.22	2.01	26.40	158.15	75.74	17.85	230.07	27.86	110.19	214.26	119.54	0.10	0.25	1.24	1.05	5.52	2.87	1.97	0.13	0.03	0.09	0.14	0.10	0.09	0.18	0.08	0.09	0.15	0.15	0.01	0.00	0.03	0.02	0.10	0.03	0.02	201	2640	15444	9044	2337	21987	2519	10530	19651	10886	1	4	9	11	91	44	41	24719	112	1888	6140	3956	969	6882	1335	4732	8488	3282	1	2	6	9	55	17	22
620	past	past	jj	0.02	  	65563	141.20	87.28	31.05	100.08	70.48	48.00	116.84	65.55	156.68	206.97	159.37	37.64	52.92	133.43	153.54	86.63	78.60	110.44	0.23	0.55	0.13	0.14	0.12	0.24	0.20	0.21	0.19	0.24	0.35	0.23	0.65	0.83	0.64	0.67	0.60	0.62	8728	3105	9773	8415	6285	11166	5928	14972	18983	14513	375	842	969	1607	1429	1205	2301	42941	2237	2767	5961	4863	2658	7846	3849	10162	13618	7466	203	301	176	333	360	300	564
621	situation	situation	nn1	0.02	  	65295	140.62	155.72	130.30	135.37	162.04	86.77	241.37	70.83	93.21	115.62	179.14	182.36	80.20	93.78	123.63	189.33	248.24	171.58	0.19	0.63	0.38	0.14	0.20	0.28	0.28	0.19	0.12	0.14	0.33	0.46	0.70	0.80	0.53	0.74	0.85	0.63	15572	13030	13219	19348	11361	23067	6405	8907	10604	16314	1817	1276	681	1294	3123	3806	3575	35535	2571	8452	6072	7944	3070	10609	3471	6230	8102	7123	408	324	168	272	393	425	581
622	left	leave	vvn	0.04	  	65224	140.47	163.89	125.18	175.03	193.98	219.85	119.52	237.69	127.34	138.87	81.29	146.23	286.62	179.84	203.03	131.31	106.19	151.04	0.22	0.71	0.40	0.13	0.16	0.44	0.21	0.47	0.17	0.18	0.23	0.52	0.94	0.93	0.62	0.81	0.81	0.69	16389	12518	17092	23162	28786	11422	21494	12168	12737	7403	1457	4560	1306	2125	2166	1628	3147	41105	2888	8883	5609	6489	4817	7932	9035	9082	10079	4977	462	438	197	322	433	407	629
623	quickly	quickly	rr	0.03	  	65014	140.02	116.98	35.06	156.08	150.88	80.94	130.47	202.35	159.62	125.22	82.53	91.33	247.65	134.95	93.82	90.88	55.25	121.91	0.22	0.62	0.14	0.11	0.11	0.20	0.21	0.38	0.21	0.16	0.24	0.43	0.91	0.90	0.55	0.71	0.58	0.62	11698	3506	15242	18016	10598	12468	18298	15253	11485	7516	910	3940	980	982	1499	847	2540	40707	2521	3079	4703	4183	2189	8153	7229	10956	9326	5043	384	424	189	285	381	293	565
624	nature	nature	nn1	0.12	  	64871	139.71	176.53	27.95	136.10	194.88	432.47	61.48	69.44	144.49	81.12	345.61	65.74	79.58	128.75	75.48	225.16	375.37	217.80	0.16	0.61	0.08	0.09	0.14	0.48	0.11	0.19	0.15	0.10	0.47	0.24	0.73	0.83	0.50	0.75	0.91	0.67	17653	2795	13291	23269	56626	5875	6279	13807	7440	31473	655	1266	935	790	3714	5755	4538	30964	2457	1716	3956	5548	5242	4039	3458	8061	5453	9953	212	339	176	258	399	455	618
625	countries	country	nn2	0.02	  	64846	139.65	162.01	1.71	111.70	82.83	60.46	130.19	10.57	100.51	126.52	332.07	58.11	13.07	169.79	117.04	316.82	184.13	235.52	0.11	0.44	0.01	0.11	0.10	0.22	0.14	0.05	0.08	0.11	0.24	0.15	0.23	0.65	0.54	0.68	0.48	0.58	16201	171	10908	9890	7916	12442	956	9605	11604	30240	579	208	1233	1225	5226	2823	4907	21683	1781	166	4615	4087	2372	5348	691	4412	6049	5183	126	107	137	278	363	239	531
626	wants	want	vvz	0.01	  	64773	139.50	84.88	407.44	122.28	81.92	47.21	230.03	137.69	114.81	167.35	44.13	204.14	102.02	99.42	161.18	50.38	29.81	54.43	0.20	0.51	0.75	0.11	0.09	0.18	0.30	0.28	0.14	0.20	0.13	0.48	0.83	0.74	0.56	0.50	0.35	0.38	8488	40744	11941	9781	6181	21983	12451	10971	15349	4019	2034	1623	722	1687	831	457	1134	38305	2048	16582	4746	3584	2012	11638	5205	7623	11167	2672	427	386	156	289	266	174	350
627	blood	blood	nn1	0.08	  	64598	139.12	96.70	128.16	146.53	127.92	181.74	105.00	239.92	172.73	81.45	97.69	53.09	179.71	68.99	89.91	92.81	120.47	70.17	0.12	0.40	0.31	0.07	0.09	0.30	0.10	0.35	0.12	0.07	0.12	0.19	0.84	0.63	0.40	0.45	0.32	0.35	9670	12816	14309	15274	23796	10034	21696	16506	7470	8896	529	2859	501	941	1531	1847	1462	23312	1611	6809	3140	3689	3270	3951	6648	6152	3981	2580	165	388	133	205	238	158	324
628	foreign	foreign	jj	0.17	  	64462	138.83	153.15	5.00	188.41	159.54	114.35	159.76	33.48	98.25	156.55	246.27	28.20	38.09	116.22	152.49	389.81	154.26	153.25	0.13	0.43	0.02	0.18	0.19	0.33	0.16	0.11	0.08	0.12	0.21	0.13	0.49	0.59	0.52	0.57	0.48	0.51	15315	500	18399	19049	14973	15267	3028	9389	14358	22427	281	606	844	1596	6430	2365	3193	24103	1730	440	7822	7354	3575	6245	1883	4370	7042	4563	105	226	125	268	304	238	464
629	soon	soon	rr	0.13	  	64435	138.77	153.53	274.80	195.10	234.71	375.43	101.52	213.45	166.37	135.12	78.44	85.01	267.77	193.75	164.14	147.13	69.14	174.42	0.22	0.66	0.64	0.16	0.20	0.48	0.18	0.44	0.21	0.18	0.22	0.38	0.96	0.93	0.62	0.82	0.62	0.70	15353	27480	19052	28025	49158	9702	19302	15898	12393	7143	847	4260	1407	1718	2427	1060	3634	40990	2688	14101	6947	8003	5214	6975	8369	10980	10063	4603	335	447	197	320	440	309	640
630	rest	rest	nn1	0.02	  	64415	138.73	135.72	234.21	167.01	170.32	192.95	136.36	204.00	149.87	124.07	79.50	140.71	208.68	151.61	152.11	113.55	91.25	138.47	0.22	0.69	0.60	0.13	0.15	0.38	0.23	0.42	0.20	0.16	0.22	0.54	0.91	0.93	0.59	0.82	0.67	0.67	13572	23421	16309	20337	25264	13031	18448	14321	11379	7240	1402	3320	1101	1592	1873	1399	2885	41198	2797	13216	5453	6010	4124	8677	8020	10515	9334	4652	483	422	196	306	437	336	617
631	floor	floor	nn1	0.03	  	64334	138.55	108.00	46.55	198.59	169.93	99.70	72.30	354.28	134.91	98.25	38.32	98.96	288.89	88.13	63.25	55.59	29.42	122.29	0.15	0.46	0.16	0.10	0.11	0.21	0.11	0.48	0.13	0.10	0.09	0.29	0.94	0.73	0.38	0.47	0.26	0.48	10800	4655	19393	20290	13055	6909	32037	12892	9011	3490	986	4596	640	662	917	451	2548	27734	1857	3493	4316	4312	2241	4092	9073	6714	5927	1928	256	435	154	197	250	129	436
632	effect	effect	nn1	0.02	  	64310	138.50	221.82	13.85	138.75	161.13	187.82	105.06	47.41	130.58	92.46	318.76	89.22	72.98	169.79	109.02	259.53	514.10	268.54	0.18	0.66	0.06	0.15	0.20	0.46	0.16	0.15	0.16	0.12	0.44	0.35	0.70	0.90	0.58	0.82	0.94	0.71	22182	1385	13549	19239	24593	10040	4287	12478	8480	29028	889	1161	1233	1141	4281	7882	5595	33395	2678	1257	6374	7821	5031	6286	2765	8288	6635	9421	305	324	189	303	439	470	648
633	tax	tax	nn1	0.04	  	64310	138.50	153.13	4.19	129.24	78.32	27.02	242.82	12.53	121.18	242.25	67.80	109.80	8.05	96.94	270.20	117.91	145.78	306.17	0.09	0.32	0.02	0.09	0.07	0.09	0.12	0.04	0.06	0.11	0.07	0.21	0.16	0.37	0.44	0.44	0.31	0.35	15313	419	12621	9352	3538	23205	1133	11580	22219	6174	1094	128	704	2828	1945	2235	6379	16472	1278	333	3673	2686	1029	4694	587	3250	6367	1574	185	74	79	230	233	154	323
634	husband	husband	nn1	0.01	  	64305	138.49	105.70	292.76	152.57	152.46	166.54	148.09	201.93	150.53	139.85	51.46	81.80	201.20	77.53	172.84	59.71	95.81	82.94	0.14	0.40	0.57	0.08	0.09	0.21	0.14	0.30	0.13	0.12	0.07	0.26	0.80	0.60	0.43	0.35	0.29	0.37	10570	29276	14899	18204	21806	14152	18260	14384	12827	4686	815	3201	563	1809	985	1469	1728	26532	1622	12562	3555	3569	2245	5549	5627	6869	6969	1518	227	371	126	221	189	147	341
635	gets	get	vvz	0.02	  	64198	138.26	74.45	235.39	116.19	88.78	36.63	188.26	166.39	148.89	152.11	32.73	211.77	77.38	118.29	103.57	45.53	24.72	49.48	0.21	0.50	0.60	0.10	0.09	0.15	0.29	0.26	0.19	0.18	0.10	0.52	0.75	0.85	0.46	0.47	0.34	0.40	7445	23539	11346	10601	4796	17991	15047	14228	13951	2981	2110	1231	859	1084	751	379	1031	38901	2026	13275	4167	3584	1591	10980	4890	10282	10535	2214	468	350	179	240	251	169	369
636	recently	recently	rr	0.08	  	64102	138.05	119.72	23.85	101.54	75.07	39.01	97.55	45.65	188.23	218.41	138.76	61.72	46.95	235.61	153.25	135.19	118.32	156.03	0.24	0.64	0.10	0.15	0.15	0.23	0.18	0.17	0.23	0.26	0.37	0.32	0.61	0.96	0.66	0.81	0.73	0.73	11972	2385	9916	8963	5108	9322	4128	17987	20032	12636	615	747	1711	1604	2230	1814	3251	45188	2576	2155	6469	5792	2537	6964	3021	12408	15018	7777	285	285	202	340	431	364	669
637	workers	worker	nn2	0.06	  	64038	137.91	143.57	2.69	117.64	99.36	8.97	100.41	27.94	117.72	212.21	232.85	62.73	19.55	62.10	183.16	282.26	239.18	131.03	0.11	0.39	0.01	0.11	0.11	0.05	0.10	0.08	0.08	0.13	0.18	0.19	0.31	0.44	0.47	0.58	0.50	0.42	14357	269	11488	11864	1175	9596	2527	11249	19463	21205	625	311	451	1917	4656	3667	2730	21234	1584	219	4680	4203	534	4015	1397	4336	7660	3826	160	144	93	241	312	250	384
638	happened	happen	vvd	0.01	  	64033	137.90	77.83	652.46	115.74	91.17	51.84	304.64	185.56	76.38	86.58	31.84	124.05	163.11	62.66	106.63	45.35	30.53	55.92	0.18	0.49	0.87	0.08	0.09	0.19	0.33	0.38	0.10	0.11	0.10	0.50	0.91	0.70	0.39	0.46	0.43	0.35	7783	65246	11302	10886	6788	29113	16780	7299	7941	2900	1236	2595	455	1116	748	468	1165	33720	2002	19061	3484	3432	2023	12789	7115	5410	6352	2054	445	423	148	204	245	215	322
639	meet	meet	vv0	0.06	  	63963	137.75	134.97	210.26	144.10	167.08	179.61	149.04	143.78	120.50	143.34	132.39	102.07	180.15	95.29	186.41	119.43	87.99	175.28	0.20	0.68	0.50	0.14	0.17	0.41	0.22	0.32	0.16	0.16	0.31	0.43	0.91	0.84	0.60	0.80	0.68	0.76	13497	21026	14072	19950	23518	14243	13002	11515	13147	12056	1017	2866	692	1951	1970	1349	3652	38517	2749	11024	5778	6755	4439	8262	6060	8271	9267	6657	379	423	177	311	426	339	694
640	upon	upon	ii	0.05	  	63877	137.57	226.28	18.01	305.04	978.84	1960.51	70.15	164.43	120.42	70.74	266.99	83.30	176.56	105.34	67.55	297.42	464.92	263.16	0.17	0.63	0.07	0.15	0.36	0.79	0.13	0.30	0.14	0.10	0.41	0.30	0.77	0.82	0.48	0.79	0.87	0.69	22628	1801	29788	116876	256703	6704	14869	11507	6488	24314	830	2809	765	707	4906	7128	5483	31981	2536	1598	6450	14225	8576	4810	5546	7535	5468	8622	262	357	174	251	420	436	636
641	before	before	rr	0.09	  	63800	137.40	124.43	224.48	191.87	203.71	243.18	174.53	253.68	106.71	103.11	49.78	191.90	280.78	110.58	90.86	76.14	62.75	100.41	0.20	0.65	0.60	0.12	0.15	0.41	0.28	0.47	0.14	0.14	0.16	0.62	0.93	0.88	0.50	0.67	0.63	0.57	12443	22448	18737	24324	31841	16679	22940	10197	9457	4533	1912	4467	803	951	1256	962	2092	38527	2625	13180	5309	6098	4485	10556	8999	7689	7955	3328	559	431	186	259	356	315	519
642	continue	continue	vv0	0.02	  	63751	137.30	114.88	39.51	94.50	71.25	52.07	196.17	52.42	124.16	152.89	157.91	68.35	46.77	133.16	157.65	141.13	101.03	171.30	0.21	0.63	0.15	0.13	0.13	0.27	0.27	0.16	0.16	0.19	0.37	0.29	0.60	0.88	0.61	0.87	0.72	0.75	11488	3951	9228	8508	6818	18747	4740	11865	14023	14380	681	744	967	1650	2328	1549	3569	40397	2543	3338	5490	5233	2927	10422	2896	8678	10593	7808	255	278	186	315	463	360	686
643	no	no	rr	0.29	  	63677	137.14	182.26	101.90	198.17	218.66	270.47	100.77	180.95	142.18	120.87	142.92	289.65	220.69	154.64	139.88	181.39	185.50	163.47	0.22	0.74	0.34	0.15	0.19	0.51	0.18	0.40	0.19	0.16	0.33	0.63	0.89	0.91	0.64	0.83	0.85	0.69	18226	10190	19352	26108	35415	9630	16363	13587	11086	13015	2886	3511	1123	1464	2992	2844	3406	40736	3010	7568	6422	7529	5524	6985	7546	9935	9186	7084	566	412	192	333	444	427	636
644	dead	dead	jj	0.09	  	63614	137.00	105.51	300.58	191.22	185.47	205.30	120.84	324.36	97.71	89.11	57.44	64.43	283.29	87.30	139.97	83.78	36.98	64.99	0.15	0.47	0.55	0.10	0.13	0.32	0.16	0.44	0.11	0.10	0.11	0.27	0.94	0.75	0.47	0.55	0.36	0.40	10551	30058	18673	22146	26882	11548	29332	9337	8173	5231	642	4507	634	1465	1382	567	1354	28560	1912	12126	4388	4955	3482	6125	8397	5848	5762	2428	235	437	158	244	292	179	367
645	begin	begin	vv0	0.19	  	63478	136.71	72.32	36.10	109.74	92.95	80.00	237.53	90.13	130.45	110.61	110.01	34.83	69.20	75.74	63.06	99.79	79.90	81.74	0.20	0.54	0.14	0.12	0.12	0.29	0.27	0.24	0.17	0.14	0.29	0.22	0.76	0.77	0.47	0.80	0.61	0.54	7232	3610	10716	11099	10475	22700	8150	12466	10145	10018	347	1101	550	660	1646	1225	1703	37997	2179	3141	4903	4592	3122	10295	4516	9013	8013	6160	190	352	163	241	428	308	497
646	natural	natural	jj	0.12	  	63421	136.59	138.55	23.56	105.45	126.80	208.02	56.96	60.18	211.34	109.63	244.78	45.36	70.27	209.31	72.23	185.02	220.98	171.30	0.16	0.57	0.09	0.09	0.12	0.41	0.09	0.18	0.20	0.11	0.33	0.23	0.74	0.86	0.46	0.69	0.76	0.65	13855	2356	10298	15140	27237	5443	5442	20195	10055	22291	452	1118	1520	756	3052	3388	3569	30557	2306	2011	3734	4844	4496	3421	3280	10388	6414	7054	197	344	181	237	370	379	598
647	top	top	nn1	0.11	  	63244	136.20	126.92	35.60	96.70	86.77	66.87	89.23	149.23	236.66	153.24	50.16	198.32	150.73	284.91	187.36	64.20	36.66	128.00	0.19	0.59	0.14	0.08	0.08	0.18	0.15	0.34	0.24	0.16	0.14	0.51	0.91	0.93	0.54	0.57	0.41	0.56	12692	3560	9443	10361	8756	8527	13495	22615	14055	4568	1976	2398	2069	1961	1059	562	2667	36850	2381	2990	3468	2995	1976	5693	6395	12749	9110	2903	455	420	196	282	305	207	516
648	said	say	vvn	0.00	  	63211	136.13	181.16	92.44	200.21	238.37	258.00	238.28	180.23	76.75	111.97	71.79	254.93	281.85	112.23	169.59	152.10	188.24	149.12	0.19	0.71	0.33	0.15	0.22	0.53	0.31	0.36	0.10	0.14	0.18	0.62	0.88	0.84	0.64	0.87	0.81	0.61	18116	9244	19551	28462	33782	22771	16298	7334	10270	6538	2540	4484	815	1775	2509	2886	3107	36042	2892	7172	6412	8844	5747	11763	6886	5448	8067	3878	553	408	177	331	464	404	555
649	than	than	ii	0.00	  	63201	136.11	205.59	26.25	107.63	81.52	61.95	82.07	61.08	143.37	114.62	281.32	117.03	73.29	174.06	122.77	260.26	423.89	234.51	0.21	0.70	0.11	0.12	0.12	0.29	0.16	0.19	0.19	0.15	0.52	0.47	0.69	0.91	0.64	0.90	0.93	0.70	20559	2625	10510	9734	8112	7843	5523	13700	10513	25619	1166	1166	1264	1285	4293	6499	4886	38975	2850	2402	5085	4692	3133	5949	3429	9877	8737	10983	417	319	193	330	480	466	645
650	future	future	nn1	0.07	  	63148	136.00	135.65	124.89	102.01	95.41	81.15	145.06	71.85	154.20	143.21	163.84	99.26	78.32	137.57	234.08	155.86	104.36	178.06	0.19	0.66	0.36	0.12	0.13	0.30	0.21	0.19	0.16	0.17	0.33	0.35	0.73	0.88	0.65	0.88	0.66	0.76	13565	12489	9962	11392	10625	13863	6497	14735	13135	14920	989	1246	999	2450	2571	1600	3710	36311	2666	7934	5078	5277	3314	7943	3452	8349	9574	6993	313	339	186	335	469	332	692
651	happen	happen	vv0	0.01	  	63000	135.68	84.04	484.41	97.75	76.85	41.71	294.45	124.00	99.16	113.20	41.64	162.29	131.37	76.84	83.12	63.84	49.44	69.98	0.20	0.57	0.84	0.08	0.08	0.18	0.36	0.30	0.13	0.15	0.13	0.57	0.89	0.74	0.45	0.57	0.57	0.47	8404	48441	9546	9176	5462	28139	11213	9476	10382	3792	1617	2090	558	870	1053	758	1458	37686	2328	18498	3452	3238	2002	13841	5666	7115	8310	2754	505	413	156	231	306	285	432
652	near	near	ii	0.05	  	62943	135.56	140.97	61.82	161.28	181.08	203.71	70.31	171.30	172.47	183.69	81.31	97.86	149.85	141.70	317.11	140.53	64.05	148.31	0.20	0.59	0.22	0.14	0.16	0.36	0.13	0.36	0.19	0.20	0.20	0.36	0.90	0.91	0.57	0.65	0.48	0.62	14097	6182	15750	21622	26673	6719	15491	16481	16848	7405	975	2384	1029	3319	2318	982	3090	37373	2378	4840	5872	6221	3897	4880	6860	10228	11257	4148	319	419	191	296	348	241	564
653	particular	particular	jj	0.00	  	62768	135.18	285.74	17.72	100.12	99.37	120.19	130.80	60.93	106.00	65.35	314.49	249.00	78.57	153.40	80.64	365.80	651.01	329.73	0.18	0.73	0.07	0.09	0.12	0.34	0.21	0.19	0.14	0.09	0.50	0.54	0.72	0.93	0.52	0.86	0.95	0.82	28574	1772	9777	11865	15737	12500	5510	10129	5994	28639	2481	1250	1114	844	6034	9981	6870	34644	2968	1641	3761	4589	3736	7923	3453	7427	5259	10582	483	336	196	268	458	476	751
654	series	series	nn1	0.17	  	62745	135.13	139.94	5.14	98.63	70.27	55.20	93.93	47.67	150.39	231.45	152.34	36.03	33.00	254.75	214.11	185.45	171.80	159.63	0.18	0.59	0.02	0.12	0.09	0.23	0.14	0.14	0.16	0.18	0.30	0.18	0.50	0.93	0.65	0.87	0.76	0.66	13994	514	9632	8391	7228	8976	4311	14371	21228	13873	359	525	1850	2241	3059	2634	3326	33490	2373	456	4948	3738	2496	5535	2540	8454	10501	6460	158	231	196	339	462	380	607
655	thus	thus	rr	0.48	  	62743	135.13	200.54	1.73	183.95	248.03	478.76	13.60	36.50	102.20	43.59	487.41	8.43	36.46	87.17	37.84	291.90	582.91	221.21	0.13	0.49	0.01	0.16	0.22	0.55	0.03	0.10	0.12	0.06	0.56	0.07	0.38	0.77	0.36	0.72	0.91	0.62	20054	173	17963	29615	62687	1300	3301	9766	3998	44387	84	580	633	396	4815	8937	4609	24776	1993	169	6868	8557	6028	1115	1835	6428	3507	11891	55	177	163	188	384	458	568
656	decision	decision	nn1	0.02	  	62618	134.86	163.00	127.46	123.89	76.00	50.51	192.51	47.54	87.24	162.28	183.41	98.96	54.62	92.54	285.29	193.69	266.77	168.08	0.16	0.58	0.34	0.14	0.11	0.22	0.21	0.14	0.10	0.16	0.26	0.31	0.59	0.76	0.61	0.77	0.76	0.59	16300	12746	12098	9074	6614	18397	4299	8337	14884	16702	986	869	672	2986	3195	4090	3502	31182	2352	7458	5839	4455	2355	8232	2594	5452	9303	5601	273	272	161	315	411	381	539
657	baby	baby	nn1	0.11	  	62614	134.85	84.79	1077.10	120.02	93.47	46.80	153.99	238.76	162.19	93.29	24.78	96.55	152.43	83.17	137.01	86.03	27.07	58.55	0.12	0.33	0.77	0.06	0.05	0.09	0.13	0.29	0.12	0.09	0.05	0.22	0.67	0.54	0.35	0.31	0.20	0.30	8479	107710	11720	11161	6128	14716	21591	15499	8556	2257	962	2425	604	1434	1419	415	1220	22583	1331	16854	2387	2137	950	5003	5396	6195	4941	1048	191	310	113	181	163	98	275
658	culture	culture	nn1	0.07	  	62403	134.39	84.12	1.93	56.69	44.21	40.77	66.93	25.11	119.28	106.57	357.60	15.96	9.81	103.00	36.31	132.71	200.11	82.17	0.12	0.32	0.01	0.04	0.04	0.14	0.09	0.07	0.11	0.11	0.32	0.09	0.21	0.50	0.32	0.51	0.49	0.36	8412	193	5536	5279	5338	6396	2271	11398	9774	32565	159	156	748	380	2189	3068	1712	23506	1285	174	1912	1563	1524	3563	1259	5833	6074	6777	74	96	105	167	271	246	326
659	easy	easy	jj	0.06	  	62169	133.89	133.36	201.36	117.06	117.69	110.37	113.70	125.17	218.94	127.51	80.92	129.17	140.48	250.90	100.89	112.28	99.27	170.96	0.22	0.66	0.53	0.10	0.12	0.36	0.19	0.31	0.26	0.16	0.24	0.48	0.89	0.93	0.54	0.71	0.72	0.67	13336	20136	11431	14052	14451	10866	11319	20922	11695	7369	1287	2235	1822	1056	1852	1522	3562	41491	2668	11743	4390	4802	3896	7294	5896	13944	9320	5037	425	413	196	278	379	360	617
660	run	run	vv0	0.04	  	62140	133.83	108.30	206.91	139.61	131.72	86.23	158.07	158.94	154.86	152.39	42.68	136.30	131.37	154.23	140.64	113.06	45.46	106.93	0.20	0.64	0.54	0.12	0.12	0.26	0.22	0.35	0.18	0.18	0.13	0.50	0.90	0.90	0.55	0.80	0.55	0.62	10830	20691	13633	15728	11291	15106	14373	14798	13977	3887	1358	2090	1120	1472	1865	697	2228	37865	2612	11864	5281	4808	2783	8549	6593	9705	10198	2820	446	419	190	284	428	274	571
661	practice	practice	nn1	0.06	US	62020	133.57	168.78	26.25	83.58	76.56	86.58	45.50	48.80	119.21	117.28	341.62	64.33	38.85	93.23	75.29	205.09	397.35	224.57	0.15	0.57	0.09	0.09	0.10	0.30	0.08	0.15	0.13	0.12	0.42	0.28	0.49	0.83	0.47	0.70	0.84	0.67	16878	2625	8162	9141	11337	4348	4413	11392	10757	31110	641	618	677	788	3383	6092	4679	28608	2306	2078	3643	3907	3267	2946	2654	7094	6994	8920	242	229	176	246	376	423	614
