TS,soundSpel,note,Rondthaler,SSmatchRond,pronunciation,longNote,multipleTS,multipleSS,alternatives,British
ingot,inggot,,inggot,T,,,,,,
ingots,inggots,,,NA,,,,,,
ingots’,inggots’,,,NA,,,,,,
ingot’s,inggot’s,,,NA,,,,,,
ingrain,ingraen,,ingraen,T,,,,,,
ingrained,ingraend,,ingraend,T,,,,,,
ingraining,ingraening,,,NA,,,,,,
ingrains,ingraens,,,NA,,,,,,
ingrate,ingraet,,ingraet,T,,,,,,
ingrates,ingraets,,,NA,,,,,,
ingratiate,ingraeshiaet,,ingraeshiaet,T,,,,,,
ingratiated,ingraeshiated,,,NA,,,,,,
ingratiates,ingraeshiaets,,,NA,,,,,,
ingratiating,ingraeshiaeting,,ingraeshiaeting,T,,,,,,
ingratiation,ingraeshiaeshon,,,NA,,,,,,
ingratitude,ingratitued,,ingratitued,T,,,,,,
ingredient,ingreedi’ent,*,ingreedyent,F,,,,,,
ingredients,ingreedi’ents,,ingreedyents,F,,,,,,
ingress,ingres,,ingres,T,,,,,,
ingresses,ingreses,,,NA,,,,,,
ingroup,in-groop,,in-groop,T,,,,,,
ingroups,in-groops,,,NA,,,,,,
ingroups’,in-groops’,,,NA,,,,,,
ingroup’s,in-groop’s,,,NA,,,,,,
ingrowing,ingroeing,,ingroeing,T,,,,,,
ingrown,ingroen,,ingroen,T,,,,,,
inhabit,inhabit,,inhabit,T,,,,,,
inhabitability,inhabitability,,,NA,,,,,,
inhabitable,inhabitabl,,inhabitabl,T,,,,,,
inhabitance,inhabitanss,,,NA,,,,,,
inhabitancies,inhabitansys,,,NA,,,,,,
inhabitancy,inhabitansy,,inhabitansy,T,,,,,,
inhabitant,inhabitant,,inhabitant,T,,,,,,
inhabitants,inhabitants,,inhabitants,T,,,,,,
inhabitants’,inhabitants’,,,NA,,,,,,
inhabitant’s,inhabitant’s,,,NA,,,,,,
inhabitation,inhabitaeshon,,inhabitaeshun,F,,,,,,
inhabitations,inhabitaeshons,,,NA,,,,,,
inhabitations’,inhabitaeshons',,,NA,,,,,,
inhabitation’s,inhabitaeshon’s,,,NA,,,,,,
inhabited,inhabited,,inhabited,T,,,,,,
inhabiting,inhabiting,,inhabiting,T,,,,,,
inhabits,inhabits,,,NA,,,,,,
inhalant,inhaelant,,inhaelant,T,,,,,,
inhalants,inhaelants,,,NA,,,,,,
inhalants’,inhaelants’,,,NA,,,,,,
inhalant’s,inhaelant’s,,,NA,,,,,,
inhalation,inhalaeshon,,inhalaeshun,F,,,,,,
inhalations,inhalaeshons,,,NA,,,,,,
inhalations’,inhalaeshons’,,,NA,,,,,,
inhalation’s,inhalaeshon’s,,,NA,,,,,,
inhalator,inhalaetor,,inhalaetor,T,,,,,,
inhalators,inhalaetors,,,NA,,,,,,
inhalators’,inhalaetors’,,,NA,,,,,,
inhalator’s,inhalaetor’s,,,NA,,,,,,
inhale,inhael,,inhael,T,,,,,,
inhaled,inhaeld,,,NA,,,,,,
inhaler,inhaeler,,inhaeler,T,,,,,,
inhalers,inhaelers,,,NA,,,,,,
inhalers’,inhaelers’,,,NA,,,,,,
inhaler’s,inhaeler’s,,,NA,,,,,,
inhales,inhaels,,,NA,,,,,,
inhaling,inhaeling,,inhaeling,T,,,,,,
inharmonic,inharmonik,,inharmonic,F,,,,,,
inharmonious,inharmoenius,,inharmoenius,T,,,,,,
inharmoniously,inharmoeniusly,,,NA,,,,,,
inharmony,inharmony,,inharmony,T,,,,,,
inhaul,inhaul,,,NA,,,,,,
inhauls,inhauls,,,NA,,,,,,
inhere,inheer,,inheer,T,,,,,,
inhered,inheerd,,,NA,,,,,,
inherence,inheerenss,*,inheerens,F,,,,,,
inherences,inheerenses,,,NA,,,,,,
inherent,inherrent,,inheerent,F,,,,,inherent,
inherently,inherently,,inheerently,F,,,,,,
inheres,inheers,,inheers,T,,,,,,
inhering,inheering,,,NA,,,,,,
inherit,inherrit,,inherrit,T,,,,,,
inheritabilities,inherritabilitys,,,NA,,,,,,
inheritability,inherritability,,,NA,,,,,,
inheritable,inherritabl,,inherritabl,T,,,,,,
inheritably,inherritably,,,NA,,,,,,
inheritance,inherritanss,,inherritans,F,,,,,,
inheritances,inherritanses,,,NA,,,,,,
inheritances’,inherritanses’,,,NA,,,,,,
inheritance’s,inherritanse’s,,,NA,,,,,,
inherited,inherrited,,inherrited,T,,,,,,
inheriting,inherriting,,inherriting,T,,,,,,
inheritor,inherritor,,inherritor,T,,,,,,
inheritors,inherritors,,inherritors,T,,,,,,
inheritors’,inherritors’,,,NA,,,,,,
inheritor’s,inherritor’s,,,NA,,,,,,
inherits,inherrits,,inherrits,T,,,,,,
inhibit,inhibit,,inhibit,T,,,,,,
inhibited,inhibited,,inhibited,T,,,,,,
inhibiting,inhibiting,,inhibiting,T,,,,,,
inhibition,inhibishon,*,inhibishun,F,,,,,,
inhibitions,inhibishons,,inhibishuns,F,,,,,,
inhibitions’,inhibishons’,,,NA,,,,,,
inhibition’s,inhibishon’s,,,NA,,,,,,
inhibitor,inhibitor,,inhibitor,T,,,,,,
inhibitors,inhibitors,,inhibitors,T,,,,,,
inhibitors’,inhibitors’,,,NA,,,,,,
inhibitory,inhibitory,,inhibitory,T,,,,,,
inhibitor’s,inhibitor’s,,,NA,,,,,,
inhibits,inhibits,,inhibits,T,,,,,,
inholding,inhoelding,,,NA,,,,,,
inholdings,inhoelings,,inhoeldings,F,,,,,,
inhomogeneous,inhomojenus,,inhomojenus,T,,,,,,
inhospitable,inhospitabl,,inhospitabl,T,,,,,,
inhospitably,inhospitably,,inhospitably,T,,,,,,
inhuman,inhueman,,inhueman,T,,,,,,
inhumane,inhuemaen,,inhuemaen,T,,,,,,
inhumanely,inhuemaenly,,,NA,,,,,,
inhumaneness,inhuemaennes,,,NA,,,,,,
inhumanities,inhuemanitys,,inhuemanitys,T,,,,,,
inhumanity,inhuemanity,,inhuemanity,T,,,,,,
inhumanly,inhuemanly,,,NA,,,,,,
inhumanness,inhuemannes,,,NA,,,,,,
inhumation,inhuemaeshon,,inhuemaeshun,F,,,,,,
inhumations,inhuemaeshons,,,NA,,,,,,
inhumations’,inhuemaeshons’,,,NA,,,,,,
inhumation’s,inhuemaeshon’s,,,NA,,,,,,
inimical,inimikal,,inimical,F,,,,,,
inimically,inimikaly,,inimicaly,F,,,,,,
inimitabilities,inimitabilitys,,,NA,,,,,,
inimitability,inimitability,,,NA,,,,,,
inimitable,inimitabl,,inimitabl,T,,,,,,
inimitably,inimitably,,inimitably,T,,,,,,
iniquities,iniqitys,,iniqitys,T,,,,,,
iniquities’,iniqitys’,,,NA,,,,,,
iniquitous,iniqitus,,iniqitus,T,,,,,,
iniquitously,iniqitusly,,,NA,,,,,,
iniquity,iniqity,,iniqity,T,,,,,,
iniquity’s,iniqity’s,,,NA,,,,,,
initial,inishal,,inishal,T,,,,,,
initialed,inishald,,inishald,T,,,,,,
initialing,inishaling,,inishaling,T,,,,,,
initialization,inishalizaeshon,,inishalizaeshun,F,,,,,,
initializations,inishializaeshon,*,,NA,,,,,,
initializations’,inishializaeshons’,,,NA,,,,,,
initialization’s,inishializaeshon's,,,NA,,,,,,
initialize,inishialiez,,,NA,,,,,,
initialized,inishialiezd,,,NA,,,,,,
initializer,inishialiezer,,,NA,,,,,,
initializers,inishialiezers,,,NA,,,,,,
initializers’,inishialiezers’,,,NA,,,,,,
initializer’s,inishialiezer’s,,,NA,,,,,,
initializes,inishialiezes,,,NA,,,,,,
initializing,inishialiezing,,,NA,,,,,,
initially,inishaly,,inishaly,T,,,,,,
initials,inishals,,inishals,T,,,,,,
initials’,inishals’,,,NA,,,,,,
initial’s,inishal’s,,,NA,,,,,,
initiate,inishiaet,*,inishiaet,T,,,,,,
initiated,inishiaeted,*,inishiaeted,T,,,,,,
initiates,inishiaets,,inishiaets,T,,,,,,
initiating,inishiaeting,,inishiaeting,T,,,,,,
initiation,inishiaeshon,*,inishiaeshun,F,,,,,,
initiations,inishiaeshons,,,NA,,,,,,
initiations’,inishiaeshons’,,,NA,,,,,,
initiation’s,inishiaeshon’s,,,NA,,,,,,
initiative,inishiativ,*,inishiativ,T,,,,,,
initiatively,inishiativly,,,NA,,,,,,
initiatives,inishiativs,,,NA,,,,,,
initiatives’,inishiativs’,,,NA,,,,,,
initiative’s,inishiativ’s,,,NA,,,,,,
initiator,inishiaetor,,inishiaetor,T,,,,,,
initiators,inishiaetors,,,NA,,,,,,
initiators’,inishiaetors’,,,NA,,,,,,
initiatory,inishiaetory,,inishiatory,F,,,,,,
initiator’s,inishiaetor’s,,,NA,,,,,,
inject,injekt,,inject,F,,,,,,
injectabilities,injektabilitys,,,NA,,,,,,
injectability,injectability,,,NA,,,,,,
injectable,injektabl,,,NA,,,,,,
injected,injekted,,injected,F,,,,,,
injecting,injekting,,injecting,F,,,,,,
injection,injekshon,,injecshun,F,,,,,,
injections,injekshons,,,NA,,,,,,
injections’,injekshons’,,,NA,,,,,,
injection’s,injekshon’s,,,NA,,,,,,
injector,injektor,,injector,F,,,,,,
injectors,injektors,,,NA,,,,,,
injectors’,injektors’,,,NA,,,,,,
injector’s,injektor’s,,,NA,,,,,,
injects,injeks,,,NA,,,,,,
injudicious,injoodishus,,injoodishus,T,,,,,,
injudiciously,injoodishusly,,injoodishusly,T,,,,,,
injunction,injunkshon,*,injunkshun,F,,,,,,
injunctions,injunkshons,,injunkshuns,F,,,,,,
injunctions’,injunkshons’,,,NA,,,,,,
injunction’s,injunkshon’s,,,NA,,,,,,
injunctive,injunktiv,,injunktiv,T,,,,,,
injunctively,injunktivly,,,NA,,,,,,
injure,injer,,injer,T,,,,,,
injured,injerd,,injerd,T,,,,,,
injurer,injerer,,,NA,,,,,,
injurers,injerers,,,NA,,,,,,
injures,injers,,,NA,,,,,,
injuries,injerys,,injerys,T,,,,,,
injuries’,injerys’,,,NA,,,,,,
injuring,injering,,injering,T,,,,,,
injurious,injuurius,*,injurius,F,,,,,,
injuriously,injuuriusly,,,NA,,,,,,
injury,injery,,injery,T,,,,,,
injury’s,injery’s,,,NA,,,,,,
injustice,injustis,,injustis,T,,,,,,
injustices,injustises,,injustises,T,,,,,,
injustices’,injustises’,,,NA,,,,,,
injustice’s,injustis’es,,,NA,,,,,,
ink,ink,,ink,T,,,,,,
inkblot,inkblot,,inkblot,T,,,,,,
inkblots,inkblots,,,NA,,,,,,
inkblots’,inkblots’,,,NA,,,,,,
inkblot’s,inkblot’s,,,NA,,,,,,
inked,inkt,,,NA,,,,,,
inkier,inkyer,,,NA,,,,,,
inkiest,inkyest,,,NA,,,,,,
inking,inking,,,NA,,,,,,
inkling,inkling,,inkling,T,,,,,,
inklings,inklings,,,NA,,,,,,
inklings’,inklings’,,,NA,,,,,,
inkling’s,inkling’s,,,NA,,,,,,
inkpot,inkpot,,,NA,,,,,,
inkpots,inkpots,,,NA,,,,,,
inkpots’,inkpots’,,,NA,,,,,,
inkpot’s,inkpot’s,,,NA,,,,,,
inks,inks,,inks,T,,,,,,
inkstand,inkstand,,inkstand,T,,,,,,
inkstands,inkstands,,,NA,,,,,,
inkstands’,inkstands’,,,NA,,,,,,
inkstand’s,inkstand’s,,,NA,,,,,,
inks’,inks’,,,NA,,,,,,
inkwell,inkwel,,inkwel,T,,,,,,
inkwells,inkwels,,,NA,,,,,,
inkwells’,inkwels’,,,NA,,,,,,
inkwell’s,inkwel’s,,,NA,,,,,,
inky,inky,,inky,T,,,,,,
ink’s,ink’s,,,NA,,,,,,
inlaid,inlaed,,inlayd,F,,,,,,
inland,inland,,inland,T,,,,,,
inlands,inlands,,,NA,,,,,,
inlands’,inlands’,,,NA,,,,,,
inland’s,inland’s,,,NA,,,,,,
inlay,inlae,,inlay,F,,,,,,
inlayed,inlaed,,,NA,,,,,,
inlaying,inlaeing,,,NA,,,,,,
inlays,inlaes,,,NA,,,,,,
inlays’,inlaes’,,,NA,,,,,,
inlay’s,inlae’s,,,NA,,,,,,
inlet,inlet,,inlet,T,,,,,,
inlets,inlets,,inlets,T,,,,,,
inlets’,inlets’,,,NA,,,,,,
inlet’s,inlet’s,,,NA,,,,,,
inlier,inlieer,,,NA,,,,,,
inliers,inlieers,,,NA,,,,,,
inliers’,inlieers’,,,NA,,,,,,
inlier’s,inlieer’s,,,NA,,,,,,
inline,inlien,,,NA,,,,,,
inmate,inmaet,,inmaet,T,,,,,,
inmates,inmaets,,inmaets,T,,,,,,
inmates’,inmaets’,,,NA,,,,,,
inmate’s,inmaet’s,,,NA,,,,,,
inmost,inmoest,,inmoest,T,,,,,,
inn,in,*,in,T,,,,,,
innate,inaet,,inaet,T,,,,,,
innately,inaetly,,inaetly,T,,,,,,
inner,iner,,iner,T,,,,,,
innermost,inermoest,,inermoest,T,,,,,,
innersole,inersoel,,inersoel,T,,,,,,
innersoles,inersoels,,,NA,,,,,,
inning,ining,,ining,T,,,,,,
innings,innings,,inings,F,,,,,,
innings’,inings’,,,NA,,,,,,
inning’s,ining’s,,,NA,,,,,,
innkeeper,inkeeper,,,NA,,,,,,
innkeepers,inkeepers,,,NA,,,,,,
innkeepers’,inkeepers’,,,NA,,,,,,
innkeeper’s,inkeeper’s,,,NA,,,,,,
innkeeping,inkeeping,,,NA,,,,,,
innocence,inosenss,,inosens,F,,,,,,
innocent,inosent,,inosent,T,,,,,,
innocently,inosently,,inosently,T,,,,,,
innocents,inosents,,inosents,T,,,,,,
innocents’,inosents’,,,NA,,,,,,
innocent’s,inosent’s,,,NA,,,,,,
innocuous,inocueus,,inocueus,T,,,,,,
innocuously,inocueusly,,,NA,,,,,,
innocuousness,inocuesnes,,,NA,,,,,,
innovate,inovaet,,inovaet,T,,,,,,
innovated,inovaeted,,,NA,,,,,,
innovates,inovaets,,,NA,,,,,,
innovating,inovaeting,,,NA,,,,,,
innovation,inovaeshon,*,inovaeshun,F,,,,,,
innovations,inovaeshons,,inovaeshuns,F,,,,,,
innovations’,inovaeshon’s,,,NA,,,,,,
innovation’s,inovaeshon’s,,,NA,,,,,,
innovative,inovaetiv,,inovaetiv,T,,,,,,
innovatively,inovaetivly,,inovaetivly,T,,,,,,
innovator,inovaetor,,inovaetor,T,,,,,,
innovators,inovaetors,,inovaetors,T,,,,,,
innovators’,inovaetors’,,,NA,,,,,,
innovator’s,inovaetor’s,,,NA,,,,,,
inns,ins,,ins,T,,,,,,
inns’,ins’,,,NA,,,,,,
innuendo,inueendo,,inueendo,T,,,,,,
innuendoes,inueendoes,,inueendoes,T,,,,,,
innuendoes’,inueendoes’,,,NA,,,,,,
innuendos,inueendoes,,inueendoes,T,,,,,,
innuendos’,inueendoes’,,,NA,,,,,,
innuendo’s,inueendoe’s,,,NA,,,,,,
innumerability,inuemerability,,,NA,,,,,,
innumerable,inuemerabl,,inuemerabl,T,,,,,,
innumerably,inuemerably,,inuemerably,T,,,,,,
innumerate,inoomeret,*,,NA,,,,,,
inn’s,in’s,,,NA,,,,,,
inoculate,inocuelaet,,inocuelaet,T,,,,,,
inoculated,inocuelaeted,,,NA,,,,,,
inoculates,inocuelaets,,,NA,,,,,,
inoculating,inocuelaeting,,,NA,,,,,,
inoculation,inocuelaeshon,*,inocuelaeshun,F,,,,,,
inoculations,inocuelaeshons,,inocuelaeshuns,F,,,,,,
inoculations’,inocuelaeshons’,,,NA,,,,,,
inoculation’s,inocuelaeshon’s,,,NA,,,,,,
inoffensive,inofensiv,,inofensiv,T,,,,,,
inoffensively,inofensivly,,inofensivly,T,,,,,,
inoperability,inoperability,,,NA,,,,,,
inoperable,inoperabl,,inoperabl,T,,,,,,
inoperably,inoperably,,,NA,,,,,,
inoperative,inoperativ,,inoperativ,T,,,,,,
inopportune,inoportuen,,inoportuen,T,,,,,,
inopportunely,inoportuenly,,,NA,,,,,,
inopportunity,inoportuenity,,,NA,,,,,,
inordinate,inordinet,,inordinet,T,,,,,,
inordinately,inordinetly,,inordinetly,T,,,,,,
inorganic,inorganik,,inorganic,F,,,,,,
inorganically,inorganikaly,,,NA,,,,,,
inpatient,inpaeshent,,inpaeshent,T,,,,,,
inpatients,inpaeshents,,,NA,,,,,,
inpatients’,inpaeshents’,,,NA,,,,,,
inpatient’s,inpaeshent’s,,,NA,,,,,,
input,inpuut,,inpuut,T,,,,,,
inputs,inpuuts,,inpuuts,T,,,,,,
inputs’,inpuuts’,,,NA,,,,,,
inputted,inpuuted,,,NA,,,,,,
inputting,inpuuting,,,NA,,,,,,
input’s,inpuut’s,,,NA,,,,,,
inquest,inqest,,inqest,T,,,,,,
inquests,inqests,,,NA,,,,,,
inquests’,inqests’,,,NA,,,,,,
inquest’s,inqest’s,,,NA,,,,,,
inquietude,inqieetued,,inqieetued,T,,,,,,
inquietudes,inqieetueds,,,NA,,,,,,
inquietudes’,inqieeetueds’,,,NA,,,,,,
inquietude’s,inqieetued’s,,,NA,,,,,,
inquire,inqier,,inqier,T,,,,,,
inquired,inqierd,,inqierd,T,,,,,,
inquirer,inqierer,,inqierer,T,,,,,,
inquirers,inqierers,,,NA,,,,,,
inquirers’,inqierers’,,,NA,,,,,,
inquirer’s,inqierer’s,,,NA,,,,,,
inquires,inqiers,,,NA,,,,,,
inquiries,inqierys,,inqierys,T,,,,,,
inquiring,inqiering,,inqiering,T,,,,,,
inquiringly,inqieringly,,inqieringly,T,,,,,,
inquiry,inqiery,,inqiery,T,,,,,,
inquisition,inqizishon,,inqizishun,F,,,,,,
inquisitions,inqizishons,,,NA,,,,,,
inquisitions’,inqizishons’,,,NA,,,,,,
inquisition’s,inqizishon’s,,,NA,,,,,,
inquisitive,inqizitiv,,inqizitiv,T,,,,,,
inquisitively,inqizitivly,,,NA,,,,,,
inquisitiveness,inqizitivnes,,,NA,,,,,,
inquisitor,inqizitor,,inqizitor,T,,,,,,
inquisitors,inqizitors,,,NA,,,,,,
inquisitors’,inqizitors’,,,NA,,,,,,
inquisitor’s,inqizitor’s,,,NA,,,,,,
inroad,inroed,,inroed,T,,,,,,
inroads,inroeds,,inroeds,T,,,,,,
inroads’,inroeds’,,,NA,,,,,,
inroad’s,inroed’s,,,NA,,,,,,
inrush,inrush,,inrush,T,,,,,,
inrushes,inrushes,,,NA,,,,,,
inrushing,inrushing,,,NA,,,,,,
insane,insaen,,insaen,T,,,,,,
insanely,insaenly,,insaenly,T,,,,,,
insaneness,insaennes,,,NA,,,,,,
insanitary,insanitarry,,insanitairy,F,,,,,,
insanity,insanity,,insanity,T,,,,,,
insatiability,insaeshability,,insaeshability,T,,,,,,
insatiable,insaeshabl,,insaeshabl,T,,,,,,
insatiably,insaeshably,,insaeshably,T,,,,,,
insatiate,insaeshiaet,,insaeshiaet,T,,,,,,
insatiately,insaeshiaetly,,,NA,,,,,,
insatiateness,insaeshiaetnes,,,NA,,,,,,
insatiety,insaeshi’ety,,,NA,,,,,,
inscribe,inscrieb,,inscrieb,T,,,,,,
inscribed,inscribed,,inscriebd,F,,,,,,
inscribes,inscriebs,,,NA,,,,,,
inscribing,inscriebing,,,NA,,,,,,
inscription,inscripshon,,inscripshun,F,,,,,,
inscriptions,inscripshons,,inscripshuns,F,,,,,,
inscriptions’,inscripshons’,,,NA,,,,,,
inscription’s,inscripshon’s,,,NA,,,,,,
inscrutabilities,inscrootabilitys,,,NA,,,,,,
inscrutability,inscrootability,,inscrootability,T,,,,,,
inscrutable,inskrootabl,,inscrootabl,F,,,,,,
inscrutableness,inscrootablnes,,,NA,,,,,,
inscrutably,inscrootably,,inscrootably,T,,,,,,
inseam,inseem,,inseem,T,,,,,,
inseams,inseems,,,NA,,,,,,
inseams’,inseems’,,,NA,,,,,,
inseam’s,inseem’s,,,NA,,,,,,
insect,insekt,,insect,F,,,,,,
insecticidal,insektisiedal,,,NA,,,,,,
insecticidally,insektisiedaly,,,NA,,,,,,
insecticide,insektisied,,insectisied,F,,,,,,
insecticides,insektisieds,,insectisieds,F,,,,,,
insecticides’,insektisieds’,,,NA,,,,,,
insecticide’s,insektisied’s,,,NA,,,,,,
insects,insekts,,insects,F,,,,,,
insects’,insekts’,,,NA,,,,,,
insect’s,insekt’s,,,NA,,,,,,
insecure,insecuer,,insecuer,T,,,,,,
insecurely,insecuerly,,,NA,,,,,,
insecurities,insecueritys,,,NA,,,,,,
insecurities’,insecueritys’,,,NA,,,,,,
insecurity,insecuerity,,insecuerity,T,,,,,,
insecurity’s,insecuerity’s,,,NA,,,,,,
inseminate,inseminaet,,inseminaet,T,,,,,,
inseminated,inseminaeted,,,NA,,,,,,
inseminates,inseminaets,,,NA,,,,,,
inseminating,inseminaeting,,,NA,,,,,,
insemination,inseminaeshon,,inseminaeshun,F,,,,,,
inseminations,inseminaeshons,,,NA,,,,,,
inseminations’,inseminaeshons’,,,NA,,,,,,
insemination’s,inseminaeshon's,,,NA,,,,,,
inseminator,inseminaetor,,,NA,,,,,,
inseminators,inseminaetors,,,NA,,,,,,
inseminators’,inseminaetors’,,,NA,,,,,,
inseminator’s,inseminaetor’s,,,NA,,,,,,
insensibilities,insensibilitys,,,NA,,,,,,
insensibility,insensibility,,insensibility,T,,,,,,
insensible,insensibl,,,NA,,,,,,
insensibleness,insensiblnes,,,NA,,,,,,
insensibly,insensibly,,,NA,,,,,,
insensitive,insensitiv,,insensitiv,T,,,,,,
insensitively,insentivly,,,NA,,,,,,
insensitiveness,insensitivnes,,,NA,,,,,,
insensitivities,insensitivitys,,,NA,,,,,,
insensitivities’,insensitivitys',,,NA,,,,,,
insensitivity,insensitivity,,,NA,,,,,,
insensitivity’s,insensitivity’s,,,NA,,,,,,
inseparability,inseparability,,,NA,,,,,,
inseparable,inseparabl,,,NA,,,,,,
inseparably,inseparably,,,NA,,,,,,
insert,insert [n.],,insert,F,,,,,,
insert,insurt [v.],,insert,F,,,,,,
insertable,insurtabl,,,NA,,,,,,
inserted,insurted,,inserted,F,,,,,,
inserting,insurting,,,NA,,,,,,
insertion,insurshon,,insershun,F,,,,,,
insertions,insurshons,,insershuns,F,,,,,,
insertions’,insurshons’,,,NA,,,,,,
insertion’s,insurshon’s,,,NA,,,,,,
inserts,inserts [n.],,,NA,,,,,,
inserts,insurts [v.],,,NA,,,,,,
inserts’,insurts’,,,NA,,,,,,
insert’s,insurt’s,,,NA,,,,,,
inset,inset,,inset,T,,,,,,
insets,insets,,insets,T,,,,,,
insets’,insets’,,,NA,,,,,,
inset’s,inset’s,,,NA,,,,,,
inshore,inshor,,inshor,T,,,,,,
inside,insied,,insied,T,,,,,,
insider,insieder,,insieder,T,,,,,,
insiders,insieders,,insieders,T,,,,,,
insiders’,insieders’,,,NA,,,,,,
insider’s,insieder’s,,,NA,,,,,,
insides,insieds,,insieds,T,,,,,,
insidious,insidius,,insidius,T,,,,,,
insidiously,insidiuusly,,insidiusly,F,,,,,,
insight,insiet,,insiet,T,,,,,,
insightful,insietful,,,NA,,,,,,
insightfully,insietfuly,,,NA,,,,,,
insights,insiets,,insiets,T,,,,,,
insights’,insiets’,,,NA,,,,,,
insight’s,insiet’s,,,NA,,,,,,
insignia,insignia,,insignia,T,,,,,,
insignias,insignias,,insignias,T,,,,,,
insignias’,insignias’,,,NA,,,,,,
insignia’s,insignia’s,,,NA,,,,,,
insignificance,insignificanss,,insignificans,F,,,,,,
insignificances,insignificanses,,,NA,,,,,,
insignificancies,insignificansys,,,NA,,,,,,
insignificancy,insignificansy,,,NA,,,,,,
insignificant,insignificant,,insignificant,T,,,,,,
insignificantly,NO_TRANSLATION,!,,NA,,,,,,
insignificants,insignificants,,,NA,,,,,,
insincere,insinseer,,insinseer,T,,,,,,
insincerely,insinseerly,,insinseerly,T,,,,,,
insincerities,insinserritys,,,NA,,,,,,
insincerity,insinserrity,,insinserrity,T,,,,,,
insinuate,insinueaet,,insinuaet,F,,,,,,
insinuated,insinueaeted,,insinuaeted,F,,,,,,
insinuates,insinueaets,,insinuaets,F,,,,,,
insinuating,insinueaeting,,insinuaeting,F,,,,,,
insinuation,insinueaeshon,,insinuaeshun,F,,,,,,
insinuations,insinueaeshons,,insinuaeshuns,F,,,,,,
insinuations’,insinueaeshon’s,,,NA,,,,,,
insinuation’s,insinueaeshon’s,,,NA,,,,,,
insinuative,insinueaetiv,,,NA,,,,,,
insipid,insipid,,insipid,T,,,,,,
insipidly,insipidly,,,NA,,,,,,
insipidness,insipidly,,,NA,,,,,,
insist,insist,,insist,T,,,,,,
insisted,insisted,,insisted,T,,,,,,
insistence,insistenss,,insistens,F,,,,,,
insistences,insistenses,,,NA,,,,,,
insistencies,insistensys,,,NA,,,,,,
insistency,insistensy,,,NA,,,,,,
insister,insister,,,NA,,,,,,
insisters,insisters,,,NA,,,,,,
insisters’,insisters’,,,NA,,,,,,
insister’s,insister’s,,,NA,,,,,,
insisting,insisting,,insisting,T,,,,,,
insists,insists,,insists,T,,,,,,
insofar,insoefar,,insoefar,T,,,,,,
insole,insoel,,insoel,T,,,,,,
insolence,insolenss,,insolens,F,,,,,,
insolences,insolenses,,,NA,,,,,,
insolent,insolent,,insolent,T,,,,,,
insolently,insolently,,insolently,T,,,,,,
insolents,insolents,,,NA,,,,,,
insoles,insoels,,,NA,,,,,,
insolubilities,insoluebilitys,,,NA,,,,,,
insolubility,insoluebility,,insoluebility,T,,,,,,
insoluble,insoluebl,,insoluebl,T,,,,,,
insolubly,insoluebly,,insoluebly,T,,,,,,
insolvabilities,insolvabilitys,,,NA,,,,,,
insolvability,insolvability,,,NA,,,,,,
insolvable,insolvabl,,insolvabl,T,,,,,,
insolvably,insolvably,,insolvably,T,,,,,,
insolvencies,insolvensys,,,NA,,,,,,
insolvency,insolvensy,,,NA,,,,,,
insolvent,insolvent,,,NA,,,,,,
insolvents,insolvents,,,NA,,,,,,
insomnia,insomnia,,insomnia,T,,,,,,
insomniac,insomniak,,insomniac,F,,,,,,
insomniacs,insomniaks,,insomniacs,F,,,,,,
insomniacs’,insomniaks’,,,NA,,,,,,
insomniac’s,insomniak’s,,,NA,,,,,,
insomnias,insomnias,,,NA,,,,,,
insomnias’,insomnias’,,,NA,,,,,,
insomnia’s,insomnia’s,,,NA,,,,,,
insomuch,inso-much,*,insoemuch,F,,,,,,
insouciance,insoosianss,,insoosians,F,,,,,,
insouciant,insoosiant,,insoosiant,T,,,,,,
insouciantly,insoosiantly,,,NA,,,,,,
inspect,inspekt,,inspect,F,,,,,,
inspectable,inspektabl,,,NA,,,,,,
inspected,inspekted,,inspected,F,,,,,,
inspecting,inspecting,,inspecting,T,,,,,,
inspection,inspekshon,,inspecshun,F,,,,,,
inspections,inspekshons,,inspecshuns,F,,,,,,
inspections’,inspekshon’s,,,NA,,,,,,
inspection’s,inspekshon’s,,,NA,,,,,,
inspector,inspektor,,inspector,F,,,,,,
inspectors,inspektors,,inspectors,F,,,,,,
inspectors’,inspektors’,,,NA,,,,,,
inspector’s,inspektor’s,,,NA,,,,,,
inspects,inspekts,,,NA,,,,,,
inspiration,inspiraeshon,,inspiraeshun,F,,,,,,
inspirational,inspiraeshonal,,inspiraeshunal,F,,,,,,
inspirationally,inspiraeshonaly,,,NA,,,,,,
inspirations,inspiraeshons,,inspiraeshuns,F,,,,,,
inspirations’,inspiraeshons’,,,NA,,,,,,
inspiration’s,inspiraeshon’s,,,NA,,,,,,
inspire,inspier,,inspier,T,,,,,,
inspired,inspired,,inspierd,F,,,,,,
inspires,inspiers,,inspiers,T,,,,,,
inspiring,inspiring,,inspiering,F,,,,,,
inspirit,inspirit,,inspirit,T,,,,,,
